alpha_i,alpha_j,D_i,D_j,D_acc_j,D_acc_i_pre,D_acc_ij,D_acc_i_span,D_acc_j_span,effective_length_i,effective_length_j,length_i,length_j,Df,pd_pr,pd_pp,Cij
5.295945713886305e-05,3.6841361487904736e-05,8.5e-06,1.25e-05,-2.7525000000000004,-3.63,-0.1400000000000001,0.5185,0.7374999999999999,18135.822946122567,24055.497289605177,61000.0,59000.0,106530041724.5625,0.0,0.0,0.2949921116354671
4.605170185988091e-05,4.605170185988091e-05,-2.5e-06,-4.5e-06,-2.6075,-2.07,0.1099999999999999,-0.1949999999999999,-0.4275,21116.650931282933,21441.3519154276,78000.0,95000.0,202275791039.875,0.0,0.0,-0.0697092455558597
4.1446531673892815e-05,4.835428695287496e-05,1.75e-05,-2.5e-06,-3.5275000000000003,-3.2900000000000005,0.01,1.4349999999999998,-0.2274999999999999,23321.143095943007,20426.846716838816,82000.0,91000.0,466787329151.375,0.0,0.0,-0.3678440037531551
4.605170185988091e-05,3.9143946580898775e-05,1.9e-05,1.7e-05,5.053,3.5,0.1300000000000001,1.6909999999999998,1.683,21354.349377093084,25016.66158780473,89000.0,99000.0,200180098939.625,0.0,0.0,0.5491733367466151
4.374911676688687e-05,5.295945713886305e-05,1.25e-05,3e-06,-5.033,-5.33,-0.06,0.7374999999999999,0.237,21127.66562632656,18594.591517052853,59000.0,79000.0,495343890852.5,0.0,0.0,0.5553866497221901
4.374911676688687e-05,4.835428695287496e-05,4.5e-06,5.5e-06,-2.5005,-3.03,-0.0399999999999999,0.369,0.4895,22225.1477378814,20401.071684284343,82000.0,89000.0,345700719008.03125,0.0,0.0,0.5533298222598858
4.605170185988091e-05,5.0656872045869005e-05,1e-05,1.45e-05,-3.6605,-4.84,-0.1499999999999999,0.8599999999999999,1.0295,21300.95855751517,19199.45347987656,86000.0,71000.0,275707116958.125,0.0,0.0,0.2479833458744537
3.9143946580898775e-05,3.9143946580898775e-05,1.15e-05,1.35e-05,3.2125000000000004,2.620000000000001,0.15,0.782,0.7424999999999999,23762.97846385742,22579.61232369104,68000.0,55000.0,272466686762.15625,0.0,0.0,0.3088473738980184
5.295945713886305e-05,4.835428695287496e-05,1.5e-05,1.35e-05,2.4265,1.59,-0.0400000000000001,0.8849999999999999,0.7965,18052.41009078709,19487.896793497188,59000.0,59000.0,322588058151.28125,0.0,0.0,0.6875036469793334
4.1446531673892815e-05,5.0656872045869005e-05,5e-07,2e-05,7.229999999999999,5.65,0.1400000000000001,0.045,1.7199999999999998,23548.693494770643,19487.517770137223,90000.0,86000.0,156606323656.78125,0.0,0.0,0.2797949837355951
4.605170185988091e-05,4.374911676688687e-05,5e-07,1e-06,5.538,5.6000000000000005,0.16,0.0489999999999999,0.0979999999999999,21476.626880106483,22543.53123298621,98000.0,98000.0,343795296906.3125,0.0,0.0,-0.0343316000446552
3.9143946580898775e-05,5.295945713886305e-05,1.85e-05,1.05e-05,3.906,3.25,-0.1099999999999999,1.406,0.5459999999999999,24242.560673877528,17679.947992180452,76000.0,52000.0,431352943454.375,0.0,0.0,0.4227342666708812
3.9143946580898775e-05,4.1446531673892815e-05,1.7e-05,-5e-06,4.585000000000001,4.830000000000001,-0.0199999999999999,1.309,-0.2649999999999999,24292.624925274107,21445.14369176307,77000.0,53000.0,276121061103.84375,0.0,0.0,-0.0810448886712116
4.374911676688687e-05,4.605170185988091e-05,3e-06,1.75e-05,7.942500000000001,6.8500000000000005,-0.06,0.237,1.0325,22136.445837902284,20280.04650166593,79000.0,59000.0,355400892966.65625,0.0,0.0,0.142245629736379
3.9143946580898775e-05,3.9143946580898775e-05,8.5e-06,1.85e-05,-1.8965,-2.79,0.05,0.527,0.9435,23290.75347765332,22076.686967557234,62000.0,51000.0,186072826855.53125,0.0,0.0,0.7712021573385689
5.0656872045869005e-05,5.295945713886305e-05,6.5e-06,2.5e-06,-4.8175,-4.94,0.11,0.416,0.2324999999999999,18969.112612217064,18745.2627737974,64000.0,93000.0,127061855619.0,0.0,0.0,0.0425861643782341
5.0656872045869005e-05,4.605170185988091e-05,-5.5e-06,2e-06,4.408,4.430000000000001,0.16,-0.3905,0.1379999999999999,19199.45347987656,20809.503730584704,71000.0,69000.0,127646624980.09377,0.0,0.0,0.4499699873326078
4.605170185988091e-05,5.0656872045869005e-05,-3e-06,1.15e-05,-5.41,-6.29,-0.1899999999999999,-0.198,0.69,20675.392055319764,18795.8109593816,66000.0,60000.0,292008956251.28125,0.0,0.0,-0.1692376630275816
4.374911676688687e-05,3.9143946580898775e-05,2.5e-06,9e-06,-0.0239999999999999,-0.3999999999999999,0.2,0.2075,0.5760000000000001,22252.22062884647,23460.63294783535,83000.0,64000.0,304724260382.84375,0.0,0.0,0.193927718516292
5.295945713886305e-05,3.9143946580898775e-05,7.499999999999999e-06,-1.5e-06,-3.878000000000001,-3.7400000000000007,0.03,0.5475,-0.108,18486.95074185403,24021.50405039783,73000.0,72000.0,293312160743.3125,0.0,0.0,-0.1819190035127185
4.835428695287496e-05,5.0656872045869005e-05,2e-06,4e-06,2.838,2.45,-0.12,0.152,0.2679999999999999,20156.40753104048,19077.890117270184,76000.0,67000.0,459477250079.78125,0.0,0.0,-0.2028525356080373
4.1446531673892815e-05,5.0656872045869005e-05,2.5e-06,8.5e-06,-0.3985000000000001,-1.14,-0.07,0.2174999999999999,0.6715,23472.06311413504,19379.779251858294,87000.0,79000.0,397293954299.0,0.0,0.0,-0.0767426356439042
4.605170185988091e-05,4.1446531673892815e-05,-4.5e-06,1.85e-05,6.9325,5.35,-0.0100000000000002,-0.3105,1.5725,20809.503730584704,23415.419060134453,69000.0,85000.0,349450668723.78125,0.0,0.0,-0.3427948942939949
4.605170185988091e-05,4.1446531673892815e-05,1.35e-05,2.5e-06,0.6475,0.59,0.07,0.918,0.1275,20766.84200913604,21213.321862662444,68000.0,51000.0,213134448918.5625,0.0,0.0,-0.1322120429438816
4.605170185988091e-05,4.374911676688687e-05,1.25e-05,1.55e-05,-6.902500000000001,-7.9,0.01,0.7999999999999999,1.0075,20575.119174921907,21527.05580871843,64000.0,65000.0,324301198731.4375,0.0,0.0,0.9675217240326508
5.295945713886305e-05,4.1446531673892815e-05,1.35e-05,-4.5e-06,5.104,5.32,-0.18,0.972,-0.396,18465.44518206905,23498.672269204497,72000.0,88000.0,469242653145.78125,0.0,0.0,0.5985149756460837
4.835428695287496e-05,5.0656872045869005e-05,8.5e-06,1e-05,-2.76,-3.3,0.05,0.7055,0.59,20306.953542647763,18746.71492273184,83000.0,59000.0,302779587931.09375,0.0,0.0,0.6547580818930256
4.605170185988091e-05,4.605170185988091e-05,1.8e-05,-2e-06,0.8960000000000001,1.0,-0.07,1.656,-0.174,21400.85083698336,21319.581074358128,92000.0,87000.0,302518696609.34375,0.0,0.0,0.4476774787419046
5.0656872045869005e-05,5.52620422318571e-05,-4.5e-06,-3.5000000000000004e-06,-3.8535,-3.390000000000001,0.1799999999999999,-0.3375,-0.2835,19298.719978784,17889.742890678957,75000.0,81000.0,153221003773.34375,0.0,0.0,0.0492442345540936
3.9143946580898775e-05,3.9143946580898775e-05,1.35e-05,5.5e-06,6.617500000000001,6.140000000000001,-0.01,0.8099999999999999,0.4674999999999999,23107.04005096996,24629.80590224796,60000.0,85000.0,348284744899.71875,0.0,0.0,0.8868456691336121
4.835428695287496e-05,3.9143946580898775e-05,1.75e-05,1.35e-05,5.883000000000001,4.980000000000001,-0.12,0.9625,0.7829999999999999,19233.368104593206,22908.36611404528,55000.0,58000.0,250918118383.78125,0.0,0.0,0.5654149377291254
4.605170185988091e-05,5.0656872045869005e-05,1.2e-05,-2.5e-06,-2.8575,-2.49,0.16,0.888,-0.2075,20995.68200093097,19445.97082528591,74000.0,83000.0,155813696404.71875,0.0,0.0,-0.1627907653143158
5.0656872045869005e-05,4.1446531673892815e-05,1.4e-05,1.6e-05,-3.922,-5.08,0.09,1.4,1.248,19616.103135136866,23175.745496637675,100000.0,78000.0,330533819474.34375,0.0,0.0,0.606244032129887
4.374911676688687e-05,3.9143946580898775e-05,9.5e-06,1.85e-05,4.7005,2.8,-0.1800000000000001,0.8454999999999999,1.7205,22391.98529293308,24876.332092720662,89000.0,93000.0,130800706074.6875,0.0,0.0,0.1994134392038947
4.1446531673892815e-05,4.1446531673892815e-05,-4.5e-06,5e-07,3.645,3.77,0.1699999999999999,-0.2475,0.045,21658.52399508178,23548.693494770643,55000.0,90000.0,329761274916.34375,0.0,0.0,0.0966585454386376
4.605170185988091e-05,4.605170185988091e-05,2e-06,-1e-06,-5.009,-4.91,0.03,0.1399999999999999,-0.0689999999999999,20850.24535827509,20809.503730584704,70000.0,69000.0,326776987659.625,0.0,0.0,-0.060198285213694
4.1446531673892815e-05,4.374911676688687e-05,1.35e-05,9e-06,-2.275,-2.84,0.02,1.188,0.585,23498.672269204497,21527.05580871843,88000.0,65000.0,390434049381.8125,0.0,0.0,0.8066298562826926
5.295945713886305e-05,4.605170185988091e-05,1.2e-05,4e-06,-7.078,-7.25,0.12,0.78,0.292,18278.341606956048,20961.794591042355,65000.0,73000.0,383237521461.84375,0.0,0.0,0.0169214433767255
3.9143946580898775e-05,5.0656872045869005e-05,-2.5e-06,0.0,3.75,3.64,-0.11,-0.1624999999999999,0.0,23540.71362310333,18323.685087235048,65000.0,52000.0,437895805608.75,0.0,0.0,-0.0433972490095327
5.295945713886305e-05,5.0656872045869005e-05,4.5e-06,6.5e-06,1.595,1.39,0.12,0.4185,0.325,18745.2627737974,18172.60204487187,93000.0,50000.0,233712908456.0625,0.0,0.0,0.0903750663080446
4.835428695287496e-05,4.835428695287496e-05,5e-06,-2.5e-06,2.1725,2.37,-0.05,0.35,-0.2474999999999999,19979.93653236237,20508.278596275384,70000.0,99000.0,141250178862.03125,0.0,0.0,0.689382133362848
4.374911676688687e-05,5.295945713886305e-05,1.5e-06,1.35e-05,2.0385,1.41,0.0599999999999999,0.117,0.6885,22104.195472905943,17614.552057461508,78000.0,51000.0,101079835680.15623,0.0,0.0,0.5461491827144078
4.1446531673892815e-05,5.295945713886305e-05,-4.5e-06,3e-06,6.239,6.09,0.1,-0.396,0.249,23498.672269204497,18649.52937636767,88000.0,83000.0,116223702099.375,0.0,0.0,0.7681916982397273
4.1446531673892815e-05,4.1446531673892815e-05,-2e-06,1.25e-05,3.365,2.38,0.0399999999999999,-0.16,1.025,23251.45568525388,23321.143095943007,80000.0,82000.0,180008795098.6875,0.0,0.0,0.3699111309543081
4.835428695287496e-05,5.295945713886305e-05,-5e-07,1.55e-05,-3.373,-4.640000000000001,0.1899999999999999,-0.0265,1.457,19086.408077798867,18752.33491220559,53000.0,94000.0,498337062250.75,0.0,0.0,0.0931108016953314
4.835428695287496e-05,4.1446531673892815e-05,-2.5e-06,1.55e-05,6.048,4.92,0.05,-0.2324999999999999,1.1780000000000002,20450.24582055778,23093.492007756155,93000.0,76000.0,103851914928.71877,0.0,0.0,0.4133860622999436
3.9143946580898775e-05,5.295945713886305e-05,1.15e-05,5.5e-06,5.7735,5.0600000000000005,-0.18,0.6095,0.5335,22337.987862909955,18771.43687232373,53000.0,97000.0,175620953189.5625,0.0,0.0,0.4139126717120638
4.835428695287496e-05,5.0656872045869005e-05,1e-06,8e-06,-1.278,-1.8,-0.09,0.0559999999999999,0.432,19301.68723174908,18460.21119895489,56000.0,54000.0,477337313514.6875,0.0,0.0,-0.1788209291926014
5.0656872045869005e-05,4.1446531673892815e-05,1.15e-05,0.0,2.23,2.4,0.17,0.575,0.0,18172.60204487187,22907.04421952216,50000.0,72000.0,286756160434.09375,0.0,0.0,-0.0587759337953023
3.9143946580898775e-05,3.9143946580898775e-05,1.05e-05,5e-07,-3.334,-3.55,-0.17,0.7244999999999999,0.046,23831.452783624394,24849.569528244167,69000.0,92000.0,315842702921.59375,0.0,0.0,0.148646020415859
5.52620422318571e-05,4.605170185988091e-05,1.2e-05,1.7e-05,-4.029000000000001,-5.07,0.03,0.924,1.071,17838.81639131346,20521.411249679302,77000.0,63000.0,398047779060.125,0.0,0.0,0.8501467840902205
5.295945713886305e-05,4.374911676688687e-05,7.499999999999999e-06,-3.5000000000000004e-06,-6.422000000000001,-6.36,-0.12,0.3749999999999999,-0.182,17545.5994408166,20507.80533394517,50000.0,52000.0,371467914346.1875,0.0,0.0,0.6880241628777639
5.0656872045869005e-05,4.605170185988091e-05,1.05e-05,1.1e-05,-0.8650000000000003,-1.4800000000000004,0.0999999999999999,0.945,0.715,19533.94820002878,20626.40984533919,90000.0,65000.0,482901106219.0,0.0,0.0,0.2275484364267994
4.605170185988091e-05,4.374911676688687e-05,1.15e-05,1.4e-05,7.354000000000001,6.170000000000001,0.1599999999999999,0.736,1.344,20575.119174921907,22514.8122850908,64000.0,96000.0,197151864918.5937,0.0,0.0,0.4901568384071586
4.374911676688687e-05,4.1446531673892815e-05,1.05e-05,-5e-07,-4.4975000000000005,-4.36,0.09,0.9345,-0.0475,22391.98529293308,23657.02302226745,89000.0,95000.0,337695038867.09375,0.0,0.0,-0.1253020827371043
4.374911676688687e-05,5.52620422318571e-05,-2e-06,-5e-06,5.495000000000001,5.810000000000001,0.01,-0.12,-0.305,21201.717258314027,17473.91457518999,60000.0,61000.0,193086123464.96875,0.0,0.0,0.8029480227929239
3.9143946580898775e-05,5.295945713886305e-05,1.45e-05,1.4e-05,6.004,4.870000000000001,0.1400000000000003,1.247,1.2740000000000002,24665.0046916206,18729.94368308222,86000.0,91000.0,497408090254.0,0.0,0.0,0.2308861939195004
3.9143946580898775e-05,5.52620422318571e-05,9e-06,1e-06,6.543,6.5600000000000005,0.1,0.468,0.0829999999999999,22209.89417584817,17911.283154657962,52000.0,83000.0,439711109836.59375,0.0,0.0,-0.1356688362011386
4.374911676688687e-05,4.835428695287496e-05,1.35e-05,1.55e-05,9.0585,7.5299999999999985,-0.1800000000000001,1.1205,1.3485,22252.22062884647,20372.679472720883,83000.0,87000.0,301923693836.5625,0.0,0.0,0.3583978793938876
3.9143946580898775e-05,3.9143946580898775e-05,1.7e-05,2e-06,-1.158,-1.15,0.15,1.411,0.142,24555.136805494425,23960.616608716475,83000.0,71000.0,351756769688.59375,0.0,0.0,-0.1348271010922416
5.295945713886305e-05,4.1446531673892815e-05,1.05e-05,1.05e-05,2.821,2.1,-0.0699999999999999,0.6719999999999999,0.6509999999999999,18245.4904437651,22280.2802071506,64000.0,62000.0,249512973466.15625,0.0,0.0,0.4863986410854178
4.374911676688687e-05,3.6841361487904736e-05,1.5e-06,-1e-06,5.574000000000001,5.48,-0.1599999999999999,0.147,-0.066,22543.53123298621,24757.43869065098,98000.0,66000.0,386911919377.5,0.0,0.0,-0.0349601643909092
3.9143946580898775e-05,4.835428695287496e-05,4e-06,6.5e-06,-4.781,-5.4,-0.1899999999999999,0.208,0.429,22209.89417584817,19830.40363771792,52000.0,66000.0,124386764266.34377,0.0,0.0,-0.0075088592930615
4.605170185988091e-05,4.1446531673892815e-05,-3.5000000000000004e-06,-1e-06,6.725,6.9,0.0999999999999999,-0.3255,-0.075,21414.97746065104,23049.73666558129,93000.0,75000.0,415067365811.2188,0.0,0.0,0.1790195770477091
4.1446531673892815e-05,3.6841361487904736e-05,-5e-06,5e-07,0.7075,0.8400000000000001,0.16,-0.2699999999999999,0.0275,21554.044495348924,23565.20744841058,54000.0,55000.0,218040446747.90625,0.0,0.0,-0.0109610398235452
3.9143946580898775e-05,4.374911676688687e-05,1e-06,4.5e-06,-7.399499999999999,-7.8199999999999985,-0.1099999999999999,0.0679999999999999,0.3105,23762.97846385742,21740.66208316274,68000.0,69000.0,396756716118.375,0.0,0.0,-0.094401532859888
5.52620422318571e-05,4.835428695287496e-05,1e-05,1e-06,-0.555,-0.63,0.02,0.95,0.095,18000.63633594877,20471.48800730162,95000.0,95000.0,167924947644.28125,0.0,0.0,0.0969156207370314
4.1446531673892815e-05,4.835428695287496e-05,1.95e-05,0.0,-5.87,-5.67,0.2,1.3845,0.0,22855.39888623317,20013.01476590872,71000.0,71000.0,425399271484.78125,0.0,0.0,-0.0440265399428552
3.6841361487904736e-05,4.1446531673892815e-05,1e-05,1.15e-05,2.5409999999999995,1.5699999999999994,-0.12,0.58,0.851,23939.61300057771,23004.12970980337,58000.0,74000.0,412092227246.59375,0.0,0.0,0.2430664933391489
5.295945713886305e-05,3.9143946580898775e-05,-4.5e-06,-1e-06,-1.4170000000000005,-1.2800000000000002,0.05,-0.261,-0.087,18007.271213634736,24698.852279665567,58000.0,87000.0,120603239432.90623,0.0,0.0,0.5209519627628459
5.295945713886305e-05,5.0656872045869005e-05,7.499999999999999e-06,1.8e-05,8.92,7.86,0.1100000000000001,0.6974999999999999,1.17,18745.2627737974,19007.223269104343,93000.0,65000.0,492347447769.7188,0.0,0.0,0.5095617943502715
4.835428695287496e-05,5.295945713886305e-05,9e-06,2.5e-06,1.69,1.44,-0.11,0.711,0.1399999999999999,20227.2024319106,17909.495051183345,79000.0,56000.0,402976303550.0625,0.0,0.0,0.1136588133415081
3.9143946580898775e-05,4.605170185988091e-05,1.4e-05,1.75e-05,5.6075,4.45,-0.09,0.7280000000000001,1.0675,22209.89417584817,20406.282578912585,52000.0,61000.0,266872811945.375,0.0,0.0,0.6284786936317832
4.374911676688687e-05,4.835428695287496e-05,1e-05,3e-06,-5.399,-5.59,-0.02,0.7,0.171,21788.47383252237,19366.781434032644,70000.0,57000.0,209855598980.53125,0.0,0.0,0.7641889717142042
4.835428695287496e-05,3.6841361487904736e-05,-3.5000000000000004e-06,1.45e-05,4.47,3.4,0.09,-0.2485,1.16,20013.01476590872,25718.898968652386,71000.0,80000.0,306338379015.3125,0.0,0.0,0.507028781047462
4.1446531673892815e-05,4.374911676688687e-05,5e-07,3e-06,-0.65,-0.92,-0.12,0.0414999999999999,0.15,23353.879508442664,20292.938924924,83000.0,50000.0,174061336211.9375,0.0,0.0,-0.1143926787815542
3.9143946580898775e-05,4.1446531673892815e-05,6.5e-06,1.55e-05,-5.604,-7.0200000000000005,0.01,0.6305000000000001,1.4260000000000002,24973.495678108164,23594.735510421568,97000.0,92000.0,264496048775.90625,0.0,0.0,0.9178408295028284
5.295945713886305e-05,5.0656872045869005e-05,7.499999999999999e-06,3e-06,-7.717,-8.020000000000001,-0.09,0.6299999999999999,0.213,18661.53959052871,19199.45347987656,84000.0,71000.0,263650384930.625,0.0,0.0,0.4578224343678359
4.605170185988091e-05,4.835428695287496e-05,3.5000000000000004e-06,1.2e-05,7.470000000000001,6.86,0.05,0.294,0.66,21261.03920481673,19233.368104593206,84000.0,55000.0,147020997177.46875,0.0,0.0,0.721068717627978
5.52620422318571e-05,3.6841361487904736e-05,4.5e-06,2e-06,6.5120000000000005,6.48,0.07,0.351,0.102,17852.621990504154,22997.070682481382,78000.0,51000.0,412525510081.09375,0.0,0.0,0.0748992188265455
5.0656872045869005e-05,3.6841361487904736e-05,3.5000000000000004e-06,9.5e-06,6.5525,6.0600000000000005,0.0299999999999999,0.301,0.5225,19487.517770137223,23565.20744841058,86000.0,55000.0,294923258075.46875,0.0,0.0,0.7382604225201169
3.6841361487904736e-05,5.295945713886305e-05,4.5e-06,7.000000000000001e-06,-6.023,-6.58,0.08,0.3645,0.6370000000000001,25770.424746962424,18729.94368308222,81000.0,91000.0,271567818166.125,0.0,0.0,0.4731979467769843
4.1446531673892815e-05,4.835428695287496e-05,1.15e-05,1.7e-05,-2.7400000000000007,-4.08,-0.1499999999999999,0.8625,1.19,23049.73666558129,19979.93653236237,75000.0,70000.0,145427855444.34375,0.0,0.0,0.4282715975102511
4.1446531673892815e-05,4.374911676688687e-05,2e-06,1.6e-05,4.456,2.89,-0.03,0.124,1.536,22280.2802071506,22514.8122850908,62000.0,96000.0,425823053212.09375,0.0,0.0,0.1663057658272939
4.1446531673892815e-05,4.374911676688687e-05,1.95e-05,5.5e-06,3.4730000000000003,3.2900000000000005,0.1799999999999999,1.7745,0.363,23572.191504779603,21584.011173032897,91000.0,66000.0,142177910726.65625,0.0,0.0,-0.044466622376269
5.295945713886305e-05,4.835428695287496e-05,5.5e-06,3e-06,7.815,7.720000000000001,0.16,0.3245,0.255,18052.41009078709,20341.404335598912,59000.0,85000.0,279900316762.34375,0.0,0.0,-0.0199797380304279
5.0656872045869005e-05,4.835428695287496e-05,-5.5e-06,1.6499999999999998e-05,-6.599,-7.73,0.09,-0.3685,1.221,19077.890117270184,20103.172290287093,67000.0,74000.0,120546113059.3125,0.0,0.0,0.5318047635833396
5.295945713886305e-05,3.9143946580898775e-05,1.85e-05,8.5e-06,6.393000000000001,5.840000000000001,0.1099999999999999,1.702,0.663,18737.806003730337,24340.76732412514,92000.0,78000.0,298866026496.8125,0.0,0.0,0.4225737262022463
5.295945713886305e-05,4.374911676688687e-05,7.000000000000001e-06,7.499999999999999e-06,5.67,5.24,-0.01,0.483,0.42,18393.652870992813,20885.04209334969,69000.0,56000.0,216833644571.40625,0.0,0.0,0.9404625633291231
5.0656872045869005e-05,4.605170185988091e-05,1.45e-05,-2e-06,-7.942,-7.98,-0.18,0.9425,-0.142,19007.223269104343,20889.153310661848,65000.0,71000.0,184331031807.28125,0.0,0.0,0.4789324120724821
4.605170185988091e-05,4.1446531673892815e-05,6e-06,1.9e-05,-2.125,-3.3,0.06,0.36,1.235,20344.617630042205,22496.25396395028,60000.0,65000.0,369594037081.3125,0.0,0.0,0.6244108607878507
5.0656872045869005e-05,4.1446531673892815e-05,1.55e-05,1.4e-05,-2.8260000000000005,-3.790000000000001,0.1700000000000002,1.1935,1.134,19341.30096556398,23287.0213626188,77000.0,81000.0,435739523349.6875,0.0,0.0,0.1706593050510452
4.835428695287496e-05,4.374911676688687e-05,-4.5e-06,6e-06,-3.746,-4.15,-0.08,-0.279,0.324,19648.962090578585,20704.670340529305,62000.0,54000.0,244753449697.15625,0.0,0.0,-0.1881979136592717
4.605170185988091e-05,4.605170185988091e-05,1.1e-05,6e-06,-0.418,-0.81,0.0099999999999999,0.572,0.402,19734.31772032147,20722.16970269816,52000.0,67000.0,143695292250.1875,0.0,0.0,0.8828782200845943
4.605170185988091e-05,4.1446531673892815e-05,1.5e-06,4e-06,8.228,7.77,-0.1699999999999999,0.1335,0.288,21354.349377093084,22907.04421952216,89000.0,72000.0,268717264350.9375,0.0,0.0,-0.077010050614286
4.374911676688687e-05,4.835428695287496e-05,2e-06,5.5e-06,-4.5565,-4.9,0.19,0.154,0.5335,22070.50286451702,20490.77210053356,77000.0,97000.0,460612813013.375,0.0,0.0,-0.0149053836464105
4.605170185988091e-05,4.605170185988091e-05,5e-07,-1e-06,-4.674,-4.590000000000001,0.0299999999999999,0.027,-0.054,19908.572014977944,19908.572014977944,54000.0,54000.0,110500239277.8125,0.0,0.0,0.0576483627406195
5.0656872045869005e-05,4.835428695287496e-05,8e-06,-5.5e-06,-0.955,-0.6300000000000001,0.0499999999999999,0.688,-0.2749999999999999,19487.517770137223,18837.521212428263,86000.0,50000.0,329326426250.875,0.0,0.0,-0.0177952564807353
4.835428695287496e-05,4.835428695287496e-05,-2e-06,-2.5e-06,0.2575,0.28,-0.11,-0.126,-0.1324999999999999,19697.66358738725,19086.408077798867,63000.0,53000.0,209342836609.28125,0.0,0.0,-0.0221777048895014
4.835428695287496e-05,3.9143946580898775e-05,1.6499999999999998e-05,9e-06,-4.6370000000000005,-5.2,-0.05,1.3364999999999998,0.513,20269.004639967203,22803.042021354115,81000.0,57000.0,497130947496.9063,0.0,0.0,0.6977372842254637
4.835428695287496e-05,5.295945713886305e-05,2e-06,1.8e-05,7.644,6.52,-0.08,0.158,1.044,20227.2024319106,18007.271213634736,79000.0,58000.0,488946112905.34375,0.0,0.0,-0.1229858799304769
4.605170185988091e-05,5.295945713886305e-05,1.9e-05,-5.5e-06,6.6035,7.08,0.13,1.881,-0.3465,21487.34302003165,18210.85260776535,99000.0,63000.0,203965885049.75,0.0,0.0,-0.1678680355093983
5.0656872045869005e-05,4.1446531673892815e-05,1.15e-05,-2e-06,-6.672000000000001,-6.500000000000001,0.0699999999999999,1.081,-0.102,19571.862470572825,21213.321862662444,94000.0,51000.0,178882736169.875,0.0,0.0,-0.0905788207649992
4.374911676688687e-05,3.6841361487904736e-05,6.5e-06,1.9e-05,-0.1040000000000003,-1.02,0.1099999999999999,0.3445,1.0259999999999998,20608.39066141548,23430.92335835141,53000.0,54000.0,308978938212.75,0.0,0.0,0.3204637744596226
5.0656872045869005e-05,3.9143946580898775e-05,1.45e-05,1.45e-05,0.621,-0.0799999999999999,0.14,1.421,0.841,19602.82259552201,22908.36611404528,98000.0,58000.0,346857100008.1875,0.0,0.0,0.6086277981605519
4.374911676688687e-05,4.835428695287496e-05,6.5e-06,1.5e-06,-6.1205,-6.38,-0.12,0.3315,0.1395,20402.72180858,20450.24582055778,51000.0,93000.0,398637463127.15625,0.0,0.0,0.2718386864779306
5.0656872045869005e-05,4.835428695287496e-05,5e-06,1.75e-05,7.7575,6.180000000000001,-0.02,0.4349999999999999,1.5575,19500.02169727939,20401.071684284343,87000.0,89000.0,119243185243.28123,0.0,0.0,0.6925991539506297
4.1446531673892815e-05,4.1446531673892815e-05,3e-06,5.5e-06,-3.268,-3.71,-0.0899999999999999,0.237,0.352,23214.38495984823,22427.225043025664,79000.0,64000.0,220182180782.75,0.0,0.0,0.1511061294652238
3.9143946580898775e-05,4.835428695287496e-05,1.75e-05,3.5000000000000004e-06,5.542,5.21,-0.01,1.4175,0.322,24474.3871091524,20438.82907534097,81000.0,92000.0,367818972008.5,0.0,0.0,0.7111422515919138
5.295945713886305e-05,4.1446531673892815e-05,1.55e-05,6e-06,-6.447999999999999,-6.939999999999999,-0.18,1.4105,0.312,18729.94368308222,21331.634486110604,91000.0,52000.0,401903989310.34375,0.0,0.0,0.2794800315709203
5.52620422318571e-05,4.605170185988091e-05,1.1e-05,-1.5e-06,4.6905,4.7700000000000005,0.0,0.99,-0.0795,17970.412423852216,19823.45068987973,90000.0,53000.0,407767481401.375,0.0,0.0,-0.15403662525471
3.6841361487904736e-05,4.835428695287496e-05,6e-06,-5e-06,4.245,4.66,-0.02,0.546,-0.4349999999999999,26193.53477514619,20372.679472720883,91000.0,87000.0,190011739026.53125,0.0,0.0,0.1581415130153392
5.52620422318571e-05,4.605170185988091e-05,-5e-07,1.95e-05,7.374,6.45,0.0899999999999999,-0.0289999999999999,1.014,17361.811248844235,19734.31772032147,58000.0,52000.0,285072984074.34375,0.0,0.0,0.2684462393793864
4.374911676688687e-05,4.835428695287496e-05,1.8e-05,8.5e-06,-7.458,-8.09,-0.19,1.71,0.442,22499.482550558525,19007.42349851808,95000.0,52000.0,177714868895.4375,0.0,0.0,0.4933462244576681
4.1446531673892815e-05,5.0656872045869005e-05,9.5e-06,5e-06,-4.315,-4.74,-0.14,0.703,0.285,23004.12970980337,18640.73692216477,74000.0,57000.0,307235134520.75,0.0,0.0,0.3511799660990446
4.374911676688687e-05,3.9143946580898775e-05,-5.5e-06,1.6e-05,-4.312,-5.42,0.1399999999999999,-0.3685,1.248,21638.528510083142,24340.76732412514,67000.0,78000.0,201036851201.5625,0.0,0.0,0.5847591532358555
5.52620422318571e-05,3.9143946580898775e-05,1.05e-05,1.25e-05,8.147499999999999,7.19,-0.0200000000000001,0.7454999999999999,0.9375,17737.858826972642,24190.49784926309,71000.0,75000.0,103238086293.90623,0.0,0.0,0.8804997215190214
5.295945713886305e-05,3.6841361487904736e-05,3e-06,-1.5e-06,-6.1605,-5.94,0.12,0.261,-0.1005,18693.979373048925,24843.7414259631,87000.0,67000.0,300828061528.34375,0.0,0.0,-0.0813357129726173
